bldg_id,in.representative_income,in.sqft..ft2,in.bedrooms,in.cec_climate_zone,in.city,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.dishwasher_usage_level,in.door_area,in.geometry_building_type_acs,in.geometry_building_type_height,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_stories,in.geometry_stories_low_rise,in.heating_fuel,in.hot_water_distribution,in.hot_water_fixtures,in.vacancy_status,in.usage_level,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.water_heater_location,in.utility_bill_electricity_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_marginal_rates,out.electricity.net.energy_savings..kwh,out.utility_bills.total_bill_savings..usd,out.energy_burden_savings..percentage,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg
35771,329307.0,1228.0,3,3,"CA, San Mateo",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-748.503513290799,119.66,0.0363369135791222,1023.0957342298
35972,354503.0,1228.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Tankless,Electricity,Yes,Unheated Basement,0.266971414,3.741846154,4.95,1.964713414,6561.2751196376,1751.63,0.494108653523384,512.5094829393
36827,73472.0,2179.0,3,3,"CA, San Bruno",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-694.285365303799,120.7,0.164280270034842,984.0505030202
36981,130853.0,1698.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-524.597215658,66.8599999999997,0.0510955041153047,661.2288132912
37237,90913.0,1138.0,2,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Tankless,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-320.6197507988,-7.96000000000004,-0.0087556235081891,237.0881958753
37245,22526.0,634.0,2,3,"CA, San Bruno",Standard,Yes,100% Usage,100% Usage,20 ft^2,Mobile Home,Mobile Home,Mobile Home,500-749,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-602.8471914014,121.2,0.538044925863446,908.917462853401
37850,73295.0,881.0,2,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Electricity,Uninsulated,130% Usage,Occupied,High,Electric Premium,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1805.6108635022,482.01,0.657630124837984,162.9349152277
38052,306548.0,3310.0,4,3,"CA, San Mateo",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-738.539096904,93.8200000000002,0.0306053211895039,928.8392397438
38413,326970.0,1698.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,80% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-522.2526470964,60.090000000000096,0.0183778328286999,632.7658920737
38513,129657.0,2179.0,4,3,"CA, Daly City",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Electric Standard,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,653.548486546,170.86,0.131778461633387,38.832042795700495
39192,197240.0,3310.0,4,3,"CA, San Mateo",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-769.311559275,66.1200000000004,0.0335226120462384,855.497889438499
39344,326970.0,881.0,1,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Electricity,Uninsulated,110% Usage,Occupied,High,Electric Premium,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,1689.2616486328,451.02,0.137939260482613,120.3153761425
40526,91995.0,1228.0,3,3,"CA, San Bruno",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-1023.1111060682,214.94,0.233643132778955,1580.0481975817
40597,,634.0,2,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,500-749,0-1499,1,1,Natural Gas,Uninsulated,140% Usage,Vacant,High,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-187.2724138578,15.58,,204.4250093116
42130,17497.0,322.0,1,3,"CA, Daly City",,,120% Usage,120% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,0-499,0-1499,3,3,Natural Gas,Uninsulated,130% Usage,Occupied,High,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1802.38708173,481.15,2.7498999828542,133.4876985673
42319,22328.0,1138.0,4,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,2,2,Electricity,Uninsulated,90% Usage,Occupied,Medium,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,2565.2510774606,684.86,3.06726979577213,205.1915804169
43978,80508.0,2179.0,3,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,140% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-929.9145057446,141.49,0.175746509663635,1251.4522769826
44216,510568.0,2678.0,3,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,2,2,Natural Gas,Uninsulated,150% Usage,Occupied,High,Electric Standard,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,4475.4883130242,1149.92,0.225223672458909,202.3158047911
44924,248508.0,1228.0,3,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-451.622519178201,108.32,0.0435881339836142,741.5645579419
46079,337896.0,2179.0,3,3,"CA, San Mateo",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Electricity,Uninsulated,80% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Unheated Basement,0.266971414,3.741846154,4.95,1.964713414,-734.4361019212,97.8799999999997,0.0289674929564125,933.6790703317
46642,107271.0,854.0,2,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-363.408127048,59.5500000000002,0.0555136057275503,502.1176817426
47018,383855.0,2179.0,3,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Electricity,Uninsulated,80% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-974.461308414999,170.65,0.0444568912740488,1385.8290165951
47093,90913.0,1228.0,3,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-563.575667994601,63.6100000000001,0.0699679913763709,679.8306363849
47411,42184.0,1138.0,2,3,"CA, South San Francisco",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,50% Usage,Occupied,Low,Natural Gas Tankless,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-363.1150559778,4.61999999999989,0.0109520197231179,314.9563980332
47517,63950.0,854.0,1,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-379.8201069792,120.36,0.188209538702111,719.4020347437
47544,261599.0,2678.0,3,3,"CA, South San Francisco",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,1,1,Natural Gas,Uninsulated,130% Usage,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-655.893055107599,89.8199999999997,0.0343349936352966,846.4441857333
49519,258597.0,1228.0,3,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-242.6628461256,200.39,0.0774912315301413,879.438494727101
49546,322393.0,2179.0,2,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-757.588716467,80.46,0.0249571175552819,895.2870121349
49831,173469.0,2179.0,3,3,"CA, South San Francisco",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Tankless,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-1000.5446336628,-97.73,-0.0563385965215688,488.5824854218
49869,73424.0,1228.0,3,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Propane Standard,Propane,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-2131.2128224944,144.13,0.196298213118326,1829.4786418447
50105,89030.0,1678.0,3,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,80% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-390.3706655064,37.8200000000002,0.0424800629001461,446.1625269794
50813,142430.0,854.0,2,3,"CA, Daly City",,,80% Usage,80% Usage,20 ft^2,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Electricity,Uninsulated,80% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-1231.7777080506,-107.04,-0.0751527065927122,446.5662241887
52334,232333.0,1138.0,1,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-237.9737090024,152.63,0.0656944988443313,512.332581915
52473,377084.0,2678.0,3,3,"CA, San Mateo",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-444.588813493399,53.8099999999999,0.0142700300198365,546.5651980789
52743,84369.0,854.0,1,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,120% Usage,Occupied,High,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-336.4455885896,97.3899999999999,0.115433393782076,608.5803469053
53041,85033.0,625.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,500-749,0-1499,2,2,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,3609.4633005832,963.68,1.13330118895017,278.4013889349
53348,,1228.0,3,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,130% Usage,Vacant,High,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-197.822972385,65.43,,382.4736223077
53475,62221.0,1228.0,3,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,150% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-899.1420433736,177.76,0.285691326079619,1345.672484079
54756,246989.0,1207.0,2,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-687.251659619,89.0500000000002,0.0360542372332372,870.5843716647
54846,40406.0,1228.0,3,3,Not in a census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-666.443613634801,130.94,0.324060783052021,994.8686810447
55215,326970.0,2179.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,80% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1434.2898175588,382.88,0.117099428082087,112.8492457323
56081,185611.0,854.0,2,3,"CA, San Mateo",,,100% Usage,100% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Tankless,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1501.6961637048,400.91,0.215994741690956,104.3171732526
56492,359605.0,1207.0,3,3,"CA, Redwood City",EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1000-1499,0-1499,2,2,Electricity,Uninsulated,120% Usage,Occupied,High,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,2650.2416878186,707.51,0.196746430110816,210.058626547
56555,37600.0,881.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Tankless,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-595.520414646399,9.39999999999986,0.0250000000000004,517.7257951943
57007,399323.0,5587.0,4,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,4000,4000,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Electric Tankless,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1261.9640282812,280.68,0.0702889640716913,-99.3548727248008
57623,358566.0,854.0,2,3,"CA, San Mateo",EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-249.6965518104,36.9400000000001,0.010302148000647,330.1971016652
57943,66554.0,1138.0,2,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,6,4,Electricity,Uninsulated,90% Usage,Occupied,Medium,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,2786.2266643914,743.84,1.11764882651681,228.4563330742
58669,13940.0,1228.0,4,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-610.1739681564,64.6399999999999,0.463701578192246,721.0893983601
59023,109952.0,854.0,1,3,"CA, South San Francisco",,,80% Usage,80% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-699.2675734972,71.9500000000001,0.0654376455180443,824.0956896634
59427,89139.0,1698.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-592.5897039444,124.06,0.139175893828739,909.543420324
59850,84682.0,1698.0,4,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-664.978258283801,127.47,0.150527857159727,981.8823314916
